영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점,평균평점,계절,장르2,등급_le,관람객수_le,계절_le,관객수_등급
인연을 긋다,시네마 뉴원,2022,5,12.0,280.0,드라마,12세이상관람가,6.19,6.5,6.345000000000001,1,2,0,288,0,2
우리가 사랑이라고 믿는 것,(주)티캐스트,2022,2,44.0,252.0,드라마,12세이상관람가,8.61,5.0,6.805,4,2,0,262,3,2
달빛 그림자,(주)영화사오원,2022,4,40.0,234.0,드라마,12세이상관람가,5.2,6.6,5.9,1,2,0,245,0,2
미싱타는 여자들,(주)영화사 진진,2022,1,39.0,228.0,다큐멘터리,전체관람가,8.24,6.104411764705882,7.172205882352941,4,8,2,239,3,2
쏴!쏴!쏴!쏴!탕,상남영화제작소,2022,5,3.0,223.0,드라마,12세이상관람가,5.4,7.6,6.5,1,2,0,233,0,2
패러렐 마더스,(주)스튜디오디에이치엘,2022,3,88.0,223.0,멜로/로맨스,15세이상관람가,7.48,6.2148,6.8474,1,3,1,233,0,2
마지막부자 최준,주식회사 케이엠스타,2022,5,1.0,220.0,드라마,12세이상관람가,7.743185840707965,6.0,6.871592920353983,1,2,0,230,0,2
카사네 : 빼앗는 얼굴,(주)까멜리아이엔티,2022,5,6.0,216.0,판타지,15세이상관람가,6.33,5.75,6.04,1,10,1,226,0,2
쥬라기 리턴즈,(주)박수엔터테인먼트,2022,5,5.0,200.0,액션,12세이상관람가,2.04,6.261351351351351,4.150675675675675,1,1,0,211,0,2
청킹맨션,(주)케이티알파,2022,4,50.0,180.0,액션,15세이상관람가,7.43,7.33,7.38,1,1,1,190,0,2
벨파스트,유니버설픽쳐스인터내셔널 코리아(유),2022,3,272.0,172.0,드라마,12세이상관람가,8.21,7.88,8.045,1,2,0,183,0,2
헝거,"(주)디오시네마,(주)태양미디어그룹",2022,4,20.0,160.0,SF,12세이상관람가,8.64,7.67,8.155000000000001,1,13,0,169,0,2
사랑 후의 두 여자,판씨네마(주),2022,3,55.0,156.0,드라마,15세이상관람가,7.96,5.0,6.48,1,2,1,164,0,2
팔마,(주)라이크콘텐츠,2022,4,15.0,141.0,드라마,전체관람가,8.52,6.0,7.26,1,2,2,148,0,2
신데렐라,(주) 인스터 글로벌,2022,4,7.0,137.0,공연,전체관람가,9.0,5.5,7.25,1,14,2,144,0,2
약속의 네버랜드,(주)디스테이션,2022,4,59.0,137.0,판타지,12세이상관람가,6.17,4.0,5.085,1,10,0,144,0,2
그리스도 디 오리진,(주)까멜리아이엔티,2022,4,71.0,130.0,드라마,12세이상관람가,7.27,5.0,6.135,1,2,0,137,0,2
불도저에 탄 소녀,트윈플러스파트너스(주),2022,4,203.0,130.0,드라마,15세이상관람가,7.88,5.946783216783217,6.913391608391608,1,2,1,137,0,2
리골레토,(주) 인스터 글로벌,2022,5,6.0,125.0,공연,12세이상관람가,9.25,6.057647058823529,7.653823529411765,1,14,0,132,0,2
메이드인세운상가,(주)더존크리에이티브,2022,5,9.0,114.0,공연,15세이상관람가,0.0,5.67,2.835,1,14,1,120,0,2
해적: 도깨비 깃발,롯데컬처웍스(주)롯데엔터테인먼트,2022,1,63.0,106.0,어드벤처,12세이상관람가,6.12,3.0,4.5600000000000005,4,15,0,111,3,2
하로동선,주식회사 블루필름웍스,2022,3,23.0,102.0,드라마,15세이상관람가,7.71,4.67,6.19,1,2,1,107,0,2
4월은 너의 거짓말,(주)팝엔터테인먼트,2022,4,109.0,96.0,멜로/로맨스,전체관람가,6.57,5.5,6.035,1,3,2,101,0,2
명색이 아프레걸,(주)케빈앤컴퍼니,2022,5,9.0,81.0,공연,전체관람가,8.0,8.33,8.165,1,14,2,86,0,1
나의 집은 어디인가,주식회사 왓챠,2022,4,34.0,79.0,다큐멘터리,12세이상관람가,6.67,6.8,6.734999999999999,1,8,0,84,0,1
어나더 라운드,(주)엣나인필름,2022,1,175.0,77.0,코미디,15세이상관람가,8.13,6.175000000000001,7.152500000000001,4,6,1,82,3,1
대명금의위2: 척살무사,(유)조이앤시네마,2022,5,5.0,74.0,액션,15세이상관람가,0.0,6.8,3.4,1,1,1,79,0,1
고양이들의 아파트,"(주)엣나인필름,(주)메타플레이",2022,3,75.0,73.0,다큐멘터리,전체관람가,7.95,8.0,7.975,1,8,2,78,0,1
스텔라,씨제이 씨지브이(CJ CGV)(주),2022,4,690.0,68.0,코미디,15세이상관람가,9.18,7.0,8.09,1,6,1,72,0,1
스파이더맨: 노 웨이 홈,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021,12,63.0,62.0,액션,12세이상관람가,9.09,5.0,7.045,4,1,0,64,3,1
고스팅 글로리아,(주)블루라벨픽쳐스,2022,4,20.0,60.0,멜로/로맨스,15세이상관람가,7.4,5.5,6.45,1,3,1,62,0,1
욕망: 신세계,(유)조이앤시네마,2022,5,4.0,51.0,드라마,12세이상관람가,0.0,6.1900892857142855,3.0950446428571428,1,2,0,52,0,1
"다녀와요, 다녀왔습니다",(주)케빈앤컴퍼니,2022,4,8.0,44.0,공연,전체관람가,0.0,6.352083333333333,3.1760416666666664,1,14,2,45,0,1
데스위시 더 게임,(유)조이앤시네마,2022,4,50.0,44.0,액션,15세이상관람가,2.8,5.746956521739131,4.273478260869565,1,1,1,45,0,1
몬스터 아일랜드,(유)조이앤시네마,2022,4,50.0,43.0,SF,15세이상관람가,1.25,4.0,2.625,1,13,1,44,0,1
극장판 안녕 자두야: 제주도의 비밀,(주)씨제이이엔엠,2022,1,618.0,42.0,애니메이션,전체관람가,8.13,4.67,6.4,4,0,2,43,3,1
이스케이프 런,(유)조이앤시네마,2022,4,5.0,30.0,드라마,15세이상관람가,4.0,5.946783216783217,4.9733916083916085,1,2,1,30,0,1
이터널 로드,(주)태양미디어그룹,2022,5,4.0,30.0,드라마,15세이상관람가,8.17,7.67,7.92,1,2,1,30,0,1
어거스트 버진,M&M 인터내셔널,2022,3,49.0,28.0,드라마,15세이상관람가,7.39,6.22927536231884,6.80963768115942,1,2,1,28,0,1
행복을 전하는 편지,(주)히스토리필름,2022,4,9.0,28.0,드라마,전체관람가,7.8,7.33,7.564999999999999,1,2,2,28,0,1
리코리쉬 피자,유니버설픽쳐스인터내셔널 코리아(유),2022,2,222.0,20.0,멜로/로맨스,15세이상관람가,7.61,7.0,7.305,4,3,1,20,3,1
드라이,(주)영화사 진진,2022,3,110.0,15.0,미스터리,15세이상관람가,7.21,5.8,6.505,1,9,1,14,0,1
금의위 3인의 무사 2,(유)조이앤시네마,2022,4,5.0,13.0,액션,15세이상관람가,0.0,5.746956521739131,2.873478260869565,1,1,1,12,0,1
금의위4 지존무사,(유)조이앤시네마,2022,4,5.0,11.0,액션,15세이상관람가,0.0,6.0,3.0,1,1,1,10,0,1
킹 리차드,워너브러더스 코리아(주),2022,3,156.0,11.0,가족,12세이상관람가,7.76,7.43,7.595,1,11,0,10,0,1
더 배트맨,워너브러더스 코리아(주),2022,3,63.0,8.0,액션,15세이상관람가,8.12,7.0,7.56,1,1,1,7,0,1
당신얼굴 앞에서,"(주)영화제작전원사 ,(주)콘텐츠판다",2021,10,69.0,7.0,드라마,15세이상관람가,7.41,10.0,8.705,3,2,1,6,2,1
엄마와 나,(주)드림팩트엔터테인먼트,2022,4,7.0,6.0,다큐멘터리,전체관람가,9.88,1.0,5.44,1,8,2,5,0,1
곡녀,시네마 뉴원,2022,3,7.0,2.0,드라마,12세이상관람가,5.5,6.33,5.915,1,2,0,1,0,1
보드랍게,(주)인디플러그,2022,2,20.0,2.0,다큐멘터리,전체관람가,9.45,6.614736842105264,8.032368421052631,4,8,2,1,3,1
쿵푸 허슬: 무적 파이터,위드시네마,2022,5,1.0,2.0,액션,15세이상관람가,2.87,6.6,4.734999999999999,1,1,1,1,0,1
범죄도시 2,"주식회사 에이비오엔터테인먼트,메가박스중앙(주)플러스엠",2022,5,63.0,45478.93359375,범죄,15세이상관람가,8.98,6.0,7.49,1,4,1,1851,0,5
쥬라기 월드: 도미니언,유니버설픽쳐스인터내셔널 코리아(유),2022,6,63.0,5533.7001953125,액션,12세이상관람가,6.78,5.4,6.09,2,1,0,1408,1,4
마녀(魔女) Part2. The Other One,(주)넥스트엔터테인먼트월드(NEW),2022,6,63.0,5533.7001953125,액션,15세이상관람가,6.95,8.6,7.775,2,1,1,1408,1,4
탑건: 매버릭,롯데컬처웍스(주)롯데엔터테인먼트,2022,6,63.0,5533.7001953125,액션,12세이상관람가,5.5208,6.8,6.1604,2,1,0,1408,1,4
브로커,(주)씨제이이엔엠,2022,6,63.0,7971.486328125,드라마,12세이상관람가,6.59,6.0,6.295,2,2,0,1507,1,4
극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,(주)넥스트엔터테인먼트월드(NEW),2022,6,809.0,251541.71875,애니메이션,전체관람가,8.18,7.0,7.59,2,0,2,1998,1,5
버즈 라이트이어,월트디즈니컴퍼니코리아 유한책임회사,2022,6,844.0,251541.71875,애니메이션,전체관람가,7.4,8.73,8.065000000000001,2,0,2,1998,1,5
헤어질 결심,(주)씨제이이엔엠,2022,6,63.0,207.0,미스터리,15세이상관람가,8.98,5.0,6.99,2,9,1,217,1,2
그대가 조국,(주)엣나인필름,2022,5,601.0,1234.7940673828125,다큐멘터리,12세이상관람가,9.62,6.67,8.145,1,8,0,942,0,3
닥터 스트레인지: 대혼돈의 멀티버스,월트디즈니컴퍼니코리아 유한책임회사,2022,5,63.0,144915.15625,액션,12세이상관람가,7.74,8.0,7.87,1,1,0,1956,0,5
애프터 양,"(주)영화특별시에스엠씨,주식회사 왓챠",2022,6,161.0,7971.486328125,드라마,전체관람가,8.21,6.5,7.355,2,2,2,1507,1,4
카시오페아,(주)트리플픽쳐스,2022,6,175.0,7971.486328125,드라마,12세이상관람가,8.42,5.0,6.71,2,2,0,1507,1,4
극장판 윌벤져스 : 수상한 캠핑 대소동,(주)대교 미디어콘텐츠사업본부,2022,6,110.0,251541.71875,애니메이션,전체관람가,7.44,6.0,6.720000000000001,2,0,2,1998,1,5
룸 쉐어링,"주식회사 엔픽플,트윈플러스파트너스(주)",2022,6,122.0,7971.486328125,드라마,전체관람가,6.33,6.25272,6.29136,2,2,2,1507,1,4
특수요원 빼꼼,"(주)띵크,예지림엔터테인먼트,(주)인터파크",2022,6,115.0,251541.71875,애니메이션,전체관람가,6.59,6.0,6.295,2,0,2,1998,1,5
니 부모 얼굴이 보고 싶다,(주)마인드마크,2022,4,63.0,8813.1640625,드라마,15세이상관람가,7.65,7.0,7.325,1,2,1,1540,0,4
실종,(주)디스테이션,2022,6,67.0,103973.1640625,스릴러,청소년관람불가,7.75,5.5,6.625,2,7,3,1932,1,5
뜨거운 피,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022,3,63.0,110387.0,범죄,15세이상관람가,6.84,5.5,6.17,1,4,1,1935,0,5
로스트 시티,롯데컬처웍스(주)롯데엔터테인먼트,2022,4,835.0,269801.28125,액션,12세이상관람가,6.41,7.5,6.955,1,1,0,2001,0,5
니얼굴,(주)영화사 진진,2022,6,65.0,1111.7291259765625,다큐멘터리,전체관람가,8.83,7.5,8.165,2,8,2,908,1,3
모어,(주)엣나인필름,2022,6,54.0,1111.7291259765625,다큐멘터리,15세이상관람가,8.63,6.0,7.315,2,8,1,908,1,3
"아치의 노래, 정태춘",(주)넥스트엔터테인먼트월드(NEW),2022,5,149.0,1234.7940673828125,다큐멘터리,전체관람가,9.15,6.5,7.825,1,8,2,942,0,3
배드 가이즈,유니버설픽쳐스인터내셔널 코리아(유),2022,5,844.0,40219.9296875,애니메이션,전체관람가,7.93709090909091,7.0,7.468545454545454,1,0,2,1825,0,5
베르네 부인의 장미정원,찬란,2022,6,37.0,7971.486328125,드라마,12세이상관람가,8.33,5.0,6.665,2,2,0,1507,1,4
이공삼칠,(주)씨네필운,2022,6,89.0,253.0,가족,15세이상관람가,7.92,6.0,6.96,2,11,1,263,1,2
경아의 딸,㈜인디스토리,2022,6,53.0,7971.486328125,드라마,15세이상관람가,8.08,6.0,7.04,2,2,1,1507,1,4
수퍼 소닉2,롯데컬처웍스(주)롯데엔터테인먼트,2022,4,63.0,70701.390625,애니메이션,전체관람가,8.411428571428571,7.33,7.870714285714285,1,0,2,1891,0,5
오마주,트윈플러스파트너스(주),2022,5,133.0,5190.17041015625,드라마,12세이상관람가,7.93,5.0,6.465,1,2,0,1389,0,4
앵커,(주)에이스메이커무비웍스,2022,4,63.0,46486.28515625,스릴러,15세이상관람가,6.1325,6.275,6.20375,1,7,1,1856,0,5
뜨거운 피: 디 오리지널,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022,5,59.0,144915.15625,액션,청소년관람불가,6.364666666666667,8.4,7.382333333333333,1,1,3,1956,0,5
우연과 상상,"그린나래미디어(주),(주)영화사 안다미로",2022,5,56.0,5190.17041015625,드라마,15세이상관람가,8.33,6.0,7.165,1,2,1,1389,0,4
안녕하세요,(주)디스테이션,2022,5,297.0,5190.17041015625,드라마,12세이상관람가,9.09,5.0,7.045,1,2,0,1389,0,4
벰: 비컴 휴먼,(주)미디어캐슬,2022,6,5.0,251541.71875,애니메이션,15세이상관람가,8.0975,7.0,7.54875,2,0,1,1998,1,5
컴온 컴온,(주)스튜디오디에이치엘,2022,6,113.0,7971.486328125,드라마,12세이상관람가,7.66,6.0,6.83,2,2,0,1507,1,4
더 컨트랙터,(주)제이앤씨미디어그룹,2022,4,161.0,269801.28125,액션,15세이상관람가,7.12,5.67,6.395,1,1,1,2001,0,5
민스미트 작전,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2022,5,459.0,5190.17041015625,드라마,12세이상관람가,7.25,5.5,6.375,1,2,0,1389,0,4
나를 만나는 길,(주)티캐스트,2022,5,53.0,1234.7940673828125,다큐멘터리,전체관람가,8.17,5.67,6.92,1,8,2,942,0,3
앰뷸런스,유니버설픽쳐스인터내셔널 코리아(유),2022,4,63.0,269801.28125,액션,15세이상관람가,7.4,6.5,6.95,1,1,1,2001,0,5
윤시내가 사라졌다,"(주)블루라벨픽쳐스,디스트릭 몽",2022,6,51.0,7971.486328125,드라마,12세이상관람가,7.4,6.0,6.7,2,2,0,1507,1,4
극장판 주술회전 0,(주)대교 미디어콘텐츠사업본부,2022,2,836.0,18093.880859375,애니메이션,15세이상관람가,8.91,7.0,7.955,4,0,1,1700,3,5
봄날,(주)콘텐츠판다,2022,4,455.0,8813.1640625,드라마,15세이상관람가,7.26,4.0,5.63,1,2,1,1540,0,4
어부바,(주)트리플픽쳐스,2022,5,327.0,59.66666793823242,가족,전체관람가,5.0,6.0,5.5,1,11,2,61,0,1
미친 능력,(주)제이앤씨미디어그룹,2022,6,110.0,197143.4375,범죄,15세이상관람가,7.37,3.0,5.1850000000000005,2,4,1,1979,1,5
더 렛지,씨제이 씨지브이(CJ CGV)(주),2022,6,30.0,5533.7001953125,액션,15세이상관람가,6.33,5.0,5.665,2,1,1,1408,1,4
토르: 마법 검의 전설,(주)박수엔터테인먼트,2022,5,201.0,40219.9296875,애니메이션,전체관람가,4.44,6.0,5.220000000000001,1,0,2,1825,0,5
프리! 더 파이널 스트로크 후편,(주)애니플러스,2022,6,83.0,251541.71875,애니메이션,전체관람가,8.89,5.67,7.28,2,0,2,1998,1,5
더 노비스,(주)영화사 진진,2022,5,52.0,14459.5556640625,스릴러,15세이상관람가,7.29,6.5,6.895,1,7,1,1645,0,4
몬스터 싱어: 매직 인 파리,(주)다날엔터테인먼트,2022,5,266.0,40219.9296875,애니메이션,전체관람가,8.5,3.0,5.75,1,0,2,1825,0,5
피는 물보다 진하다,(주)이놀미디어,2022,5,78.0,144915.15625,액션,15세이상관람가,3.75,7.5,5.625,1,1,1,1956,0,5
위대한 침묵,"(주)지티지그룹,와이드 릴리즈(주)",2022,6,48.0,1111.7291259765625,다큐멘터리,12세이상관람가,8.61,5.0,6.805,2,8,0,908,1,3
불도저에 탄 소녀,트윈플러스파트너스(주),2022,4,203.0,8813.1640625,드라마,15세이상관람가,7.88,5.67,6.775,1,2,1,1540,0,4
신비한 동물들과 덤블도어의 비밀,워너브러더스 코리아(주),2022,4,63.0,2119.666748046875,어드벤처,12세이상관람가,6.75,5.0,5.875,1,15,0,1106,0,4
공기살인,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022,4,756.0,8813.1640625,드라마,12세이상관람가,8.25,3.0,5.625,1,2,0,1540,0,4
감동주의보,(주)스튜디오 보난자,2022,6,28.0,8290.75,멜로/로맨스,전체관람가,7.85,6.0,6.925,2,3,2,1517,1,4
쿠폰의 여왕,"(주)영화특별시에스엠씨,주식회사 왓챠",2022,4,180.0,62.79999923706055,코미디,15세이상관람가,7.07,7.5,7.285,1,6,1,65,0,1
매스,오드,2022,5,68.0,5190.17041015625,드라마,12세이상관람가,8.32,7.0,7.66,1,2,0,1389,0,4
재춘언니,(주)시네마달,2022,3,44.0,306.4230651855469,다큐멘터리,12세이상관람가,7.0,6.3596551724137935,6.679827586206897,1,8,0,317,0,2
비욘드 라이브 더 무비 : 샤이니 월드,씨제이 씨지브이(CJ CGV)(주),2022,6,13.0,2615.769287109375,공연,전체관람가,7.626,8.0,7.813000000000001,2,14,2,1178,1,4
올리 마키의 가장 행복한 날,"(주)디오시네마,GATE6",2022,6,30.0,7971.486328125,드라마,12세이상관람가,7.38,5.0,6.19,2,2,0,1507,1,4
말임씨를 부탁해,(주)씨네필운,2022,4,197.0,8813.1640625,드라마,전체관람가,9.13,5.5,7.315,1,2,2,1540,0,4
극장판 엉덩이 탐정: 수플레 섬의 비밀,(주)넥스트엔터테인먼트월드(NEW),2022,5,770.0,40219.9296875,애니메이션,전체관람가,6.83,6.218035714285714,6.524017857142857,1,0,2,1825,0,5
광대: 소리꾼,트윈플러스파트너스(주),2022,2,116.0,60.0,사극,12세이상관람가,8.7,6.33,7.515,4,18,0,62,3,1
코다,판씨네마(주),2021,8,308.0,946.0,드라마,12세이상관람가,7.315434782608696,5.5,6.407717391304348,2,2,0,838,1,3
이상한 나라의 수학자,(주)쇼박스,2022,3,63.0,901.0,드라마,12세이상관람가,7.88,4.0,5.94,1,2,0,805,0,3
아부쟁이,시네마 뉴원,2022,6,41.0,896.0,액션,15세이상관람가,6.3,6.5,6.4,2,1,1,800,1,3
플레이그라운드,해피송,2022,5,43.0,884.0,드라마,12세이상관람가,7.743185840707965,5.0,6.371592920353983,1,2,0,791,0,3
고스트랜드,(주)영화사오원,2022,6,48.0,819.0,액션,15세이상관람가,3.21,6.280566037735849,4.745283018867925,2,1,1,749,1,3
핑크퐁과 아기상어의 월드투어쇼,CGV ICECON,2022,5,39.0,818.0,공연,전체관람가,0.0,7.0,3.5,1,14,2,748,0,3
"파리, 13구","찬란,(주)하이스트레인저",2022,5,59.0,805.0,드라마,청소년관람불가,7.65,5.0,6.325,1,2,3,737,0,3
그대라는기억 연숙씨,"(주)드림팩트엔터테인먼트,주식회사 블루필름웍스",2022,6,20.0,794.0,다큐멘터리,전체관람가,9.28,5.5,7.39,2,8,2,730,1,3
우스운게 딱! 좋아!,필름다빈,2022,6,14.0,658.0,드라마,15세이상관람가,7.67,6.0,6.835,2,2,1,622,1,3
"괴물, 유령, 자유인",(주)스튜디오 보난자,2022,6,13.0,551.0,SF,15세이상관람가,7.0,6.265,6.6325,2,13,1,543,1,3
크리미널 트위스트,(유)조이앤시네마,2022,6,50.0,524.0,액션,15세이상관람가,7.0,6.280566037735849,6.640283018867924,2,1,1,522,1,3
디어헌터(감독판),주식회사 블루필름웍스,2022,6,4.0,484.0,전쟁,15세이상관람가,9.75,7.0,8.375,2,12,1,484,1,3
봉명주공,(주)시네마달,2022,5,24.0,445.0,다큐멘터리,전체관람가,7.22,8.0,7.609999999999999,1,8,2,450,0,3
히든,(주)박수엔터테인먼트,2022,5,51.0,400.0,액션,15세이상관람가,7.14,6.0,6.57,1,1,1,406,0,2
갓길로 달리는 코뿔소,(주)26컴퍼니,2022,6,6.0,365.0,드라마,15세이상관람가,9.31,8.0,8.655000000000001,2,2,1,371,1,2
소설가의 영화,"(주)영화제작전원사 ,(주)콘텐츠판다",2022,4,66.0,345.0,드라마,12세이상관람가,7.69,6.4,7.045,1,2,0,352,0,2
태일이,(주)리틀빅픽쳐스,2021,12,458.0,340.0,애니메이션,전체관람가,8.45,6.244385964912281,7.34719298245614,4,0,2,348,3,2
센티그레이드,(주)비싸이드 픽쳐스,2022,6,5.0,310.0,기타,12세이상관람가,4.24,5.555454545454546,4.897727272727273,2,16,0,321,1,2
제미나이: 지구 최후의 날,(주)누리픽쳐스,2022,6,5.0,310.0,SF,12세이상관람가,2.93,6.5,4.715,2,13,0,321,1,2
완벽한 축사를 준비하는 방법,판씨네마(주),2022,5,51.0,278.0,코미디,15세이상관람가,7.32,5.7700000000000005,6.545,1,6,1,286,0,2
리골레토,(주) 인스터 글로벌,2022,5,6.0,263.0,공연,12세이상관람가,9.25,6.0,7.625,1,14,0,272,0,2
데쓰 캘린더,THE 픽쳐스,2022,6,17.0,222.0,공포(호러),15세이상관람가,6.642727272727272,6.1525,6.397613636363635,2,5,1,232,1,2
블레이징 썬,주식회사 풍경소리,2022,6,5.0,220.0,전쟁,청소년관람불가,4.44,6.465999999999999,5.452999999999999,2,12,3,230,1,2
이상한 나라의 아빠,(주)더존크리에이티브,2022,6,9.0,217.0,뮤지컬,전체관람가,2.95,4.5,3.725,2,17,2,227,1,2
두개의 눈,(주)이놀미디어,2022,6,9.0,205.0,공연,전체관람가,5.5,7.0,6.25,2,14,2,215,1,2
#해시태그,(주)더존크리에이티브,2022,6,8.0,173.0,공연,12세이상관람가,7.626,6.18076923076923,6.903384615384615,2,14,0,184,1,2
보통의 용기,(주)드림팩트엔터테인먼트,2022,6,7.0,163.0,다큐멘터리,전체관람가,8.41,5.5,6.955,2,8,2,173,1,2
파리의 피아니스트: 후지코 헤밍의 시간들,(주)엣나인필름,2022,4,17.0,143.0,다큐멘터리,전체관람가,7.6,5.761428571428572,6.680714285714286,1,8,2,150,0,2
셀링 이소벨,(주)태양미디어그룹,2022,6,2.0,130.0,범죄,청소년관람불가,7.3,6.0,6.65,2,4,3,137,1,2
허셀프,(주)드림팩트엔터테인먼트,2022,5,23.0,130.0,드라마,15세이상관람가,8.29,6.1900892857142855,7.240044642857143,1,2,1,137,0,2
명색이 아프레걸,(주)케빈앤컴퍼니,2022,5,9.0,109.0,공연,전체관람가,8.0,6.6,7.3,1,14,2,114,0,2
미싱타는 여자들,(주)영화사 진진,2022,1,39.0,109.0,다큐멘터리,전체관람가,8.24,6.104411764705882,7.172205882352941,4,8,2,114,3,2
눈감은 여름,주식회사 콘텐츠플레이,2022,6,6.0,101.0,드라마,12세이상관람가,7.57,4.67,6.12,2,2,0,106,1,2
셧 인,즐감,2022,5,19.0,100.0,기타,15세이상관람가,4.0,6.194444444444445,5.097222222222222,1,16,1,105,0,2
정복자 윌리엄,(주)액티버스엔터테인먼트,2022,6,5.0,100.0,전쟁,15세이상관람가,6.0,6.0,6.0,2,12,1,105,1,2
서울괴담,메가박스중앙(주)플러스엠,2022,4,474.0,91.0,공포(호러),15세이상관람가,5.53,6.8,6.165,1,5,1,96,0,2
어나더 라운드,(주)엣나인필름,2022,1,175.0,79.0,코미디,15세이상관람가,8.13,6.175000000000001,7.152500000000001,4,6,1,84,3,1
역할들,쉼표,2022,3,5.0,77.0,드라마,12세이상관람가,8.64,8.5,8.57,1,2,0,82,0,1
드라이브 마이 카,(주)트리플픽쳐스,2021,12,69.0,73.0,드라마,15세이상관람가,8.68,5.75,7.215,4,2,1,78,3,1
리멤버 미,(주)박수엔터테인먼트,2022,6,10.0,72.0,애니메이션,12세이상관람가,7.52,5.873018867924528,6.696509433962264,2,0,0,77,1,1
화피사,(유)조이앤시네마,2022,6,4.0,72.0,액션,15세이상관람가,0.0,6.280566037735849,3.1402830188679247,2,1,1,77,1,1
소리없는 추격자,(유)조이앤시네마,2022,6,5.0,62.0,미스터리,청소년관람불가,1.5,5.751,3.6255,2,9,3,64,1,1
1945 그레이트 워,(유)조이앤시네마,2022,6,5.0,62.0,전쟁,15세이상관람가,7.355,6.33,6.8425,2,12,1,64,1,1
보드랍게,(주)인디플러그,2022,2,20.0,53.0,다큐멘터리,전체관람가,9.45,6.614736842105264,8.032368421052631,4,8,2,54,3,1
금의위5-풍운제일검,(유)조이앤시네마,2022,6,5.0,48.0,액션,15세이상관람가,0.0,5.67,2.835,2,1,1,49,1,1
씽2게더,유니버설픽쳐스인터내셔널 코리아(유),2022,1,63.0,48.0,애니메이션,전체관람가,8.8,6.0,7.4,4,0,2,49,3,1
복지식당,㈜인디스토리,2022,4,53.0,45.0,드라마,12세이상관람가,7.71,7.0,7.355,1,2,0,46,0,1
스프링 블라썸,(주)영화사 진진,2022,5,36.0,44.0,드라마,12세이상관람가,6.75,6.1900892857142855,6.470044642857143,1,2,0,45,0,1
인연을 긋다,시네마 뉴원,2022,5,12.0,41.0,드라마,12세이상관람가,6.19,6.5,6.345000000000001,1,2,0,42,0,1
